filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
./images/00011384.jpg,63930,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":325,""y"":113,""width"":103,""height"":132}","{""track"":320}"
./images/00011385.jpg,61891,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":330,""y"":111,""width"":90,""height"":151}","{""track"":320}"
./images/00011386.jpg,63116,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":337,""y"":128,""width"":98,""height"":130}","{""track"":320}"
./images/00011387.jpg,61008,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":340,""y"":124,""width"":97,""height"":154}","{""track"":320}"
./images/00011388.jpg,62213,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":342,""y"":148,""width"":102,""height"":134}","{""track"":320}"
./images/00011389.jpg,59656,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":350,""y"":163,""width"":109,""height"":126}","{""track"":320}"
./images/00011390.jpg,61044,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":332,""y"":164,""width"":128,""height"":137}","{""track"":320}"
./images/00011391.jpg,59435,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":330,""y"":173,""width"":145,""height"":131}","{""track"":320}"
./images/00011392.jpg,60354,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":334,""y"":178,""width"":158,""height"":133}","{""track"":320}"
./images/00011393.jpg,59314,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":340,""y"":196,""width"":152,""height"":120}","{""track"":320}"
./images/00011394.jpg,60843,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":351,""y"":207,""width"":147,""height"":106}","{""track"":320}"
./images/00011395.jpg,59418,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":354,""y"":199,""width"":142,""height"":121}","{""track"":320}"
./images/00011396.jpg,60830,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":357,""y"":199,""width"":147,""height"":102}","{""track"":320}"
./images/00011397.jpg,59160,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":360,""y"":173,""width"":144,""height"":120}","{""track"":320}"
./images/00011398.jpg,60497,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":369,""y"":163,""width"":140,""height"":135}","{""track"":320}"
./images/00011399.jpg,59689,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":379,""y"":150,""width"":139,""height"":128}","{""track"":320}"
./images/00011400.jpg,61073,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":384,""y"":134,""width"":112,""height"":138}","{""track"":320}"
./images/00011401.jpg,59665,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":392,""y"":131,""width"":101,""height"":128}","{""track"":320}"
./images/00011402.jpg,61765,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":384,""y"":103,""width"":102,""height"":157}","{""track"":320}"
./images/00011403.jpg,60645,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":383,""y"":94,""width"":100,""height"":154}","{""track"":320}"
./images/00011404.jpg,61818,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":383,""y"":92,""width"":99,""height"":146}","{""track"":320}"
./images/00011405.jpg,61012,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":370,""y"":85,""width"":101,""height"":157}","{""track"":320}"
./images/00011406.jpg,62743,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":369,""y"":90,""width"":104,""height"":151}","{""track"":320}"
./images/00011407.jpg,60700,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":362,""y"":96,""width"":107,""height"":153}","{""track"":320}"
./images/00011408.jpg,61998,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":368,""y"":102,""width"":102,""height"":148}","{""track"":320}"
./images/00011409.jpg,60294,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":358,""y"":107,""width"":111,""height"":139}","{""track"":320}"
./images/00011410.jpg,61859,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":351,""y"":111,""width"":101,""height"":146}","{""track"":320}"
./images/00011411.jpg,59833,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":354,""y"":109,""width"":100,""height"":145}","{""track"":320}"
./images/00011412.jpg,61228,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":353,""y"":109,""width"":99,""height"":148}","{""track"":320}"
./images/00011413.jpg,59009,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":353,""y"":120,""width"":98,""height"":146}","{""track"":320}"
./images/00011414.jpg,60354,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":347,""y"":117,""width"":102,""height"":153}","{""track"":320}"
./images/00011415.jpg,58534,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":341,""y"":112,""width"":114,""height"":153}","{""track"":320}"
./images/00011416.jpg,59253,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":337,""y"":121,""width"":99,""height"":149}","{""track"":320}"
./images/00011417.jpg,57325,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":336,""y"":111,""width"":101,""height"":157}","{""track"":320}"
./images/00011418.jpg,57982,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":348,""y"":122,""width"":106,""height"":160}","{""track"":320}"
./images/00011419.jpg,56064,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":353,""y"":136,""width"":103,""height"":151}","{""track"":320}"
./images/00011420.jpg,56761,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":354,""y"":145,""width"":102,""height"":147}","{""track"":320}"
./images/00011421.jpg,56137,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":366,""y"":155,""width"":116,""height"":144}","{""track"":320}"
./images/00011422.jpg,54754,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":357,""y"":153,""width"":118,""height"":158}","{""track"":320}"
./images/00011423.jpg,55458,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":361,""y"":139,""width"":116,""height"":153}","{""track"":320}"
./images/00011424.jpg,54233,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":355,""y"":140,""width"":127,""height"":162}","{""track"":320}"
./images/00011425.jpg,54858,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":356,""y"":140,""width"":122,""height"":156}","{""track"":320}"
./images/00011426.jpg,53610,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":368,""y"":142,""width"":104,""height"":158}","{""track"":320}"
./images/00011427.jpg,54944,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":358,""y"":142,""width"":117,""height"":149}","{""track"":320}"
./images/00011428.jpg,52878,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":365,""y"":141,""width"":102,""height"":148}","{""track"":320}"
./images/00011429.jpg,53937,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":350,""y"":138,""width"":107,""height"":152}","{""track"":320}"
./images/00011430.jpg,51931,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":345,""y"":131,""width"":119,""height"":162}","{""track"":320}"
./images/00011431.jpg,52744,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":348,""y"":131,""width"":100,""height"":151}","{""track"":320}"
./images/00011432.jpg,51453,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":336,""y"":125,""width"":101,""height"":154}","{""track"":320}"
./images/00011433.jpg,52270,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":316,""y"":114,""width"":109,""height"":159}","{""track"":320}"
./images/00011434.jpg,51768,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":293,""y"":115,""width"":128,""height"":161}","{""track"":320}"
./images/00011435.jpg,53864,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":301,""y"":121,""width"":97,""height"":151}","{""track"":320}"
./images/00011436.jpg,52859,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":284,""y"":107,""width"":105,""height"":163}","{""track"":320}"
./images/00011437.jpg,53359,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":264,""y"":120,""width"":120,""height"":141}","{""track"":320}"
./images/00011438.jpg,52200,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":257,""y"":116,""width"":119,""height"":150}","{""track"":320}"
./images/00011439.jpg,53849,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":243,""y"":109,""width"":119,""height"":168}","{""track"":320}"
./images/00011440.jpg,53321,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":244,""y"":112,""width"":102,""height"":159}","{""track"":320}"
./images/00011441.jpg,54872,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":248,""y"":108,""width"":95,""height"":158}","{""track"":320}"
./images/00011442.jpg,55330,"{""shot"":123}",1,0,"{""name"":""rect"",""x"":224,""y"":109,""width"":118,""height"":168}","{""track"":320}"
